,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
2413,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,0,0,0,0,0,0,,0,17,3,17.6,0,8,9,1,0,0,1,1,1,0,0,Matches
2414,Suso\Suso,es ESP,FWMF,Sevilla,es La Liga,25,1993,8.7,7,2,4,2,1,5,15,33.3,10,82,26,31.7,26,47,9,4,0,0,4,2,9,1,0,Matches
2415,Suso\Suso,es ESP,FWMF,Milan,it Serie A,25,1993,15.1,17,14,5,10,2,3,15,20.0,12,206,45,21.8,44,88,74,11,0,0,11,8,25,3,0,Matches
2416,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,3.1,3,2,1,1,1,0,1,0.0,1,37,11,29.7,12,20,5,3,0,0,3,6,9,6,0,Matches
2417,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,32,1987,14.9,28,17,13,14,1,10,25,40.0,15,214,60,28.0,96,85,33,40,7,2,33,15,43,44,1,Matches
2418,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,10.9,16,13,8,5,3,3,28,10.7,25,251,53,21.1,72,137,42,19,5,0,14,12,28,14,0,Matches
2419,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,74,51,43,24,7,35,76,46.1,41,409,127,31.1,207,151,51,87,10,1,77,63,137,117,2,Matches
2420,Moussa Sylla\Moussa-Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,Matches
2421,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0,0,0,0,0,0,,0,5,1,20.0,2,2,1,0,0,0,0,0,0,0,0,Matches
2422,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,7,4,0,6,1,1,7,14.3,6,221,57,25.8,18,104,99,11,2,0,9,2,9,14,0,Matches
2423,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,29,1990,28.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,1,1,2,3,Matches
2424,Andrea Tabanelli\Andrea-Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,18,12,7,8,3,8,30,26.7,22,206,47,22.8,93,74,39,20,4,0,16,10,28,18,1,Matches
2425,Tachi\Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,2,1,2,0,0,1,4,25.0,3,24,6,25.0,17,6,1,9,4,0,5,4,6,16,0,Matches
2426,Panagiotis Tachtsidis\Panagiotis-Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,21.6,59,43,32,19,8,29,69,42.0,40,427,123,28.8,192,192,43,41,12,0,29,29,88,43,1,Matches
2427,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,39,18,26,10,3,11,27,40.7,16,240,82,34.2,139,84,17,45,17,1,28,25,64,146,3,Matches
2428,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,26,1993,9.8,23,14,12,5,6,6,29,20.7,23,213,56,26.3,57,91,65,10,0,0,10,10,33,7,0,Matches
2429,Mahdi Talal\Mahdi-Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0,0,0,0,0,3,0.0,3,12,3,25.0,6,3,3,3,0,0,3,0,0,1,0,Matches
2430,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,10,7,6,2,2,5,15,33.3,10,141,31,22.0,40,66,35,9,2,0,7,7,17,3,2,Matches
2431,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,4,3,2,1,1,0,5,0.0,5,47,14,29.8,13,30,4,4,0,0,4,3,7,2,0,Matches
2432,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,20,15,14,5,1,9,19,47.4,10,95,30,31.6,52,38,5,12,5,1,7,11,31,33,1,Matches
2433,Adil Taoui\Adil-Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,2,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,2,2,0,0,Matches
2434,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,30,19,22,6,2,14,24,58.3,10,128,42,32.8,76,46,6,23,6,0,17,9,39,67,0,Matches
2435,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,57,33,38,16,3,20,56,35.7,36,372,109,29.3,184,145,43,68,9,0,59,60,117,88,1,Matches
2436,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,23,1996,10.6,11,7,8,2,1,8,15,53.3,7,72,25,34.7,52,15,5,10,2,0,8,8,19,87,0,Matches
2437,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,76,51,54,22,0,25,50,50.0,25,313,100,31.9,217,84,12,85,46,0,39,61,137,329,1,Matches
2438,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
2439,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,10,7,3,4,3,1,13,7.7,12,357,88,24.6,18,154,185,12,1,0,11,8,18,30,0,Matches
2440,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,43,16,26,14,3,17,43,39.5,26,224,65,29.0,117,79,28,60,7,0,53,29,72,106,1,Matches
2441,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,19,9,14,5,0,9,21,42.9,12,121,33,27.3,61,53,7,38,5,0,33,20,39,32,0,Matches
2442,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,21,18,10,8,3,4,19,21.1,15,221,76,34.4,75,122,24,21,6,0,15,16,37,15,0,Matches
2443,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,0,0,0,0,0,0,3,0.0,3,9,2,22.2,5,3,1,0,0,0,0,0,0,3,1,Matches
2444,Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,de Bundesliga,28,1991,1.2,0,0,0,0,0,0,4,0.0,4,18,5,27.8,12,6,0,4,0,0,4,3,3,3,0,Matches
2445,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,30,12,17,10,3,15,27,55.6,12,191,51,26.7,85,86,20,33,1,0,32,29,59,63,0,Matches
2446,Bernard Tekpetey\Bernard-Tekpetey,gh GHA,FWMF,Düsseldorf,de Bundesliga,21,1997,5.0,6,6,3,1,2,1,4,25.0,3,100,31,31.0,14,45,41,5,0,0,5,2,8,1,0,Matches
2447,Nathan Tella\Nathan-Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,Matches
2448,Cristian Tello\Cristian-Tello,es ESP,MFFW,Betis,es La Liga,27,1991,8.7,10,7,3,4,3,4,11,36.4,7,102,28,27.5,31,42,29,7,0,0,7,4,14,3,0,Matches
2449,Lino Tempelmann\Lino-Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,1,0,1,0,0,0,0,,0,4,0,0.0,1,2,1,1,1,0,0,0,1,0,0,Matches
2450,Łukasz Teodorczyk\Lukasz-Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,8,5,2,4,2,2,6,33.3,4,79,18,22.8,19,28,32,1,0,0,1,0,8,2,0,Matches
2451,Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,22,1997,7.5,17,8,11,3,3,9,15,60.0,6,110,22,20.0,58,35,17,15,1,0,14,10,27,28,0,Matches
2452,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36.0,1,0,1,0,0,1,2,50.0,1,5,2,40.0,5,0,0,0,0,0,0,2,3,3,2,Matches
2453,Simon Terodde\Simon-Terodde,de GER,FWMF,Köln,de Bundesliga,31,1988,9.0,13,5,6,6,1,7,21,33.3,14,217,54,24.9,29,111,77,14,4,0,10,2,15,14,0,Matches
2454,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,5.9,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
2455,Martin Terrier\Martin-Terrier,fr FRA,FWMF,Lyon,fr Ligue 1,22,1997,13.3,21,15,8,8,5,3,15,20.0,12,298,75,25.2,56,144,98,20,2,0,18,9,30,7,0,Matches
2456,Aleksa Terzić\Aleksa-Terzic,rs SRB,DF,Fiorentina,it Serie A,19,1999,0.1,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches
2457,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,37,25,20,13,4,11,21,52.4,10,150,48,32.0,67,54,29,21,3,0,18,19,56,43,0,Matches
2458,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,eng Premier League,33,1986,26.0,31,20,11,18,2,12,43,27.9,31,383,98,25.6,182,179,22,40,15,0,25,43,74,85,0,Matches
2459,Florian Thauvin\Florian-Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,1,0,0,1,0,0,1,0.0,1,9,1,11.1,1,5,3,0,0,0,0,0,1,0,0,Matches
2460,Demba Thiam\Demba-Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2461,Malick Thiaw\Malick-Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17,2001,0.8,2,1,0,2,0,1,2,50.0,1,14,3,21.4,6,7,1,3,2,0,1,4,6,4,1,Matches
2462,Niclas Thiede\Niclas-Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,0.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2463,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,de Bundesliga,17,2002,6.2,10,7,3,7,0,4,9,44.4,5,139,36,25.9,25,80,34,11,0,0,11,8,18,11,0,Matches
2464,Sada Thioub\Sada-Thioub,sn SEN,MFFW,Angers,fr Ligue 1,24,1995,16.8,21,15,12,6,3,5,21,23.8,16,347,84,24.2,78,162,107,20,2,0,18,5,26,8,0,Matches
2465,Jordan Thomas\Jordan-Thomas,eng ENG,FW,Norwich City,eng Premier League,,,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2466,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,,,3.0,4,3,2,2,0,1,4,25.0,3,36,8,22.2,13,17,6,3,0,0,3,4,8,10,0,Matches
2467,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,26.0,29,23,17,12,0,8,30,26.7,22,227,90,39.6,164,59,4,53,20,1,33,38,67,179,1,Matches
2468,Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23.0,33,24,9,13,11,15,56,26.8,41,638,172,27.0,94,312,232,24,2,0,22,9,42,6,0,Matches
2469,Erik Thommy\Erik-Thommy,de GER,DFFW,Düsseldorf,de Bundesliga,24,1994,25.1,39,27,17,14,8,14,39,35.9,25,480,144,30.0,142,217,121,41,2,0,39,16,55,20,1,Matches
2470,Max Thompson\Max-Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2471,Morten Thorsby\Morten-Thorsby,no NOR,MFDF,Sampdoria,it Serie A,23,1996,20.5,48,28,17,18,13,18,55,32.7,37,386,102,26.4,136,160,90,46,7,0,39,15,63,42,2,Matches
2472,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'gladbach,de Bundesliga,21,1997,24.5,24,18,9,8,7,11,29,37.9,18,457,105,23.0,65,198,194,28,1,0,27,13,37,22,0,Matches
2473,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,26,14,20,6,0,7,16,43.8,9,123,29,23.6,59,55,9,12,2,0,10,7,33,17,0,Matches
2474,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,57,40,18,28,11,15,71,21.1,56,608,168,27.6,155,327,126,51,6,0,45,29,86,24,0,Matches
2475,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11.0,21,11,12,5,4,10,15,66.7,5,126,39,31.0,62,51,13,22,4,0,18,9,30,44,0,Matches
2476,Cheick Timite\Cheick-Timite,ci CIV,MFFW,Amiens,fr Ligue 1,21,1997,1.3,0,0,0,0,0,0,1,0.0,1,21,7,33.3,4,12,5,2,0,0,2,2,2,1,0,Matches
2477,David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,29,1989,10.5,11,6,4,7,0,3,12,25.0,9,138,38,27.5,32,89,17,10,3,0,7,20,31,44,0,Matches
2478,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,23,11,13,10,0,8,15,53.3,7,132,46,34.8,66,58,8,20,3,1,17,34,57,83,1,Matches
2479,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,1,1,1,0,0,0,1,0.0,1,7,3,42.9,4,3,0,3,0,0,3,0,1,4,0,Matches
2480,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,15,10,13,2,0,9,12,75.0,3,75,29,38.7,46,27,2,5,0,0,5,14,29,25,1,Matches
2481,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11.0,4,2,0,1,3,1,4,25.0,3,177,56,31.6,13,86,78,1,0,0,1,3,7,4,0,Matches
2482,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6.0,6,5,2,1,3,2,5,40.0,3,67,16,23.9,5,27,35,5,0,0,5,5,11,1,0,Matches
2483,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,11,8,5,3,3,1,11,9.1,10,112,43,38.4,31,57,24,9,3,0,6,4,15,2,0,Matches
2484,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,23.4,35,19,24,7,4,18,41,43.9,23,329,103,31.3,163,113,53,50,15,0,35,17,52,47,1,Matches
2485,Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,it Serie A,28,1990,28.0,67,50,36,26,5,38,87,43.7,49,339,122,36.0,141,172,26,48,21,1,27,41,108,140,1,Matches
2486,Raúl de Tomás\Raul-de-Tomas,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,7,5,3,4,0,1,10,10.0,9,197,44,22.3,19,107,71,11,1,0,10,10,17,5,0,Matches
2487,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,48,28,29,11,8,24,46,52.2,22,420,128,30.5,201,152,67,65,11,1,54,49,97,107,3,Matches
2488,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,30,14,23,7,0,12,18,66.7,6,138,45,32.6,98,35,5,33,15,0,18,23,53,138,0,Matches
2489,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,30,15,19,10,1,7,13,53.8,6,149,48,32.2,82,64,3,29,9,0,20,20,50,93,2,Matches
2490,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31,1987,18.5,18,12,13,3,2,10,15,66.7,5,176,43,24.4,104,50,22,39,24,0,15,31,49,87,0,Matches
2491,Sandro Tonali\Sandro-Tonali,it ITA,MF,Brescia,it Serie A,19,2000,32.5,49,39,19,27,3,13,47,27.7,34,542,135,24.9,214,265,63,54,14,0,40,39,88,46,0,Matches
2492,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.6,15,9,13,1,1,5,12,41.7,7,67,20,29.9,40,20,7,14,7,0,7,4,19,24,0,Matches
2493,Toño\Tono,es ESP,DF,Levante,es La Liga,29,1989,17.7,28,13,20,7,1,13,29,44.8,16,175,53,30.3,97,61,17,39,3,0,36,13,41,45,0,Matches
2494,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,10,6,5,4,1,3,5,60.0,2,73,19,26.0,43,28,2,13,6,0,7,11,21,53,0,Matches
2495,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,19.5,13,8,5,6,2,5,24,20.8,19,295,57,19.3,38,134,123,16,6,0,10,5,18,17,0,Matches
2496,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,37,24,17,16,4,12,34,35.3,22,403,102,25.3,156,200,47,29,9,0,20,31,68,30,1,Matches
2497,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,19,2000,25.0,20,15,8,11,1,4,27,14.8,23,462,95,20.6,132,236,94,40,4,0,36,14,34,14,0,Matches
2498,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,24,1994,17.7,50,31,14,31,5,34,66,51.5,32,426,117,27.5,103,206,117,25,2,0,23,11,61,9,0,Matches
2499,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33.0,37,23,27,8,2,21,33,63.6,12,261,81,31.0,164,89,8,63,27,0,36,31,68,184,1,Matches
2500,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,30,1989,30.2,24,20,9,13,2,12,52,23.1,40,383,96,25.1,80,211,92,57,3,0,54,30,54,50,0,Matches
2501,Lucas Torró\Lucas-Torro,es ESP,MFFW,Eint Frankfurt,de Bundesliga,25,1994,3.7,13,9,5,8,0,5,12,41.7,7,73,24,32.9,26,38,9,6,1,0,5,7,20,11,0,Matches
2502,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,31,17,17,14,0,12,28,42.9,16,215,80,37.2,118,78,19,39,17,0,22,31,62,92,0,Matches
2503,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2.0,2,2,2,0,0,0,0,,0,70,11,15.7,16,41,13,3,0,0,3,0,2,1,0,Matches
2504,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,2,0,0,0,2,0,2,0.0,2,54,16,29.6,1,21,32,2,1,0,1,0,2,1,0,Matches
2505,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,36,28,13,22,1,12,37,32.4,25,405,120,29.6,99,254,52,39,13,0,26,28,64,32,0,Matches
2506,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,35,24,19,13,3,8,24,33.3,16,217,70,32.3,114,74,29,35,8,0,27,26,61,65,0,Matches
2507,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,66,39,26,34,6,15,56,26.8,41,494,158,32.0,162,264,68,35,7,0,28,27,93,40,0,Matches
2508,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,32,20,14,13,5,14,36,38.9,22,290,65,22.4,104,126,60,28,0,0,28,16,48,10,0,Matches
2509,Aleksandar Trajkovski\Aleksandar-Trajkovski,mk MKD,MFDF,Mallorca,es La Liga,26,1992,3.7,3,2,2,1,0,0,7,0.0,7,61,14,23.0,19,28,14,5,0,0,5,4,7,0,0,Matches
2510,Adama Traoré\Adama-Traore,ml MLI,FWMF,Metz,fr Ligue 1,24,1995,11.2,6,3,1,5,0,2,7,28.6,5,176,37,21.0,20,107,49,13,3,0,10,5,11,7,0,Matches
2511,Adama Traoré\Adama-Traore,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,1,1,0,0,Matches
2512,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,eng Premier League,23,1996,28.9,41,23,15,14,12,10,27,37.0,17,404,108,26.7,98,198,108,28,4,0,24,18,59,24,0,Matches
2513,Amad Traoré\Amad-Traore,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,1,1,0,1,0,0,0,,0,8,5,62.5,0,3,5,0,0,0,0,0,1,0,0,Matches
2514,Bertrand Traoré\Bertrand-Traore,bf BFA,FWMF,Lyon,fr Ligue 1,23,1995,13.9,27,12,11,10,6,9,29,31.0,20,236,66,28.0,56,96,84,19,2,0,17,20,47,15,0,Matches
2515,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,54,29,33,18,3,31,61,50.8,30,301,83,27.6,163,109,29,34,3,0,31,34,88,94,0,Matches
2516,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,65,39,35,26,4,27,68,39.7,41,356,104,29.2,173,140,43,42,9,0,33,52,117,83,2,Matches
2517,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'gladbach,de Bundesliga,31,1988,1.7,5,2,1,1,3,1,7,14.3,6,33,6,18.2,7,16,10,1,0,0,1,1,6,1,0,Matches
2518,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,32,22,22,9,1,12,24,50.0,12,218,79,36.2,153,56,9,35,15,0,20,24,56,116,1,Matches
2519,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22.0,0,0,0,0,0,0,1,0.0,1,4,2,50.0,4,0,0,0,0,0,0,3,3,2,0,Matches
2520,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,37,21,17,16,4,16,41,39.0,25,241,78,32.4,102,101,38,22,1,0,21,24,61,31,0,Matches
2521,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
2522,Luca Tremolada\Luca-Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,0,0,0,0,0,0,1,0.0,1,6,1,16.7,0,6,0,0,0,0,0,0,0,1,0,Matches
2523,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,eng Premier League,24,1994,21.7,42,28,20,14,8,7,42,16.7,35,530,129,24.3,163,231,136,41,2,0,39,26,68,17,0,Matches
2524,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,17.2,31,21,7,18,6,10,48,20.8,38,412,102,24.8,110,240,62,30,11,0,19,5,36,29,0,Matches
2525,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,31.8,80,44,48,29,3,32,74,43.2,42,439,136,31.0,197,188,54,56,11,0,45,51,131,142,0,Matches
2526,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,1.5,4,1,1,3,0,3,5,60.0,2,23,4,17.4,12,8,3,3,0,0,3,3,7,4,0,Matches
2527,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,22.0,49,28,26,20,3,27,61,44.3,34,240,73,30.4,95,109,36,47,7,0,40,22,71,53,0,Matches
2528,William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,27.6,34,19,22,11,1,8,23,34.8,15,241,78,32.4,175,63,3,57,29,0,28,29,63,149,1,Matches
2529,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,24,1994,22.3,28,16,13,12,3,9,39,23.1,30,373,100,26.8,72,169,132,29,2,0,27,8,36,5,0,Matches
2530,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.6,49,30,26,18,5,18,66,27.3,48,392,112,28.6,175,200,17,21,7,0,14,16,65,38,0,Matches
2531,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,2.1,3,3,0,3,0,0,1,0.0,1,30,8,26.7,12,14,4,7,0,0,7,5,8,6,1,Matches
2532,Georgi Tunjov\Georgi-Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,3.1,5,5,4,1,0,1,11,9.1,10,50,14,28.0,9,22,19,2,1,0,1,2,7,1,0,Matches
2533,Stefano Turati\Stefano-Turati,it ITA,GK,Sassuolo,it Serie A,,,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2534,Gennaro Tutino\Gennaro-Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,2.5,1,0,0,0,1,1,3,33.3,2,42,9,21.4,5,17,20,0,0,0,0,2,3,1,0,Matches
2535,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,12.2,33,17,19,9,5,14,33,42.4,19,211,64,30.3,119,75,17,42,6,0,36,24,57,49,0,Matches
2536,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,26,1992,18.1,9,7,2,6,1,3,14,21.4,11,247,58,23.5,48,132,67,15,1,0,14,5,14,3,0,Matches
2537,Anthony Ujah\Anthony-Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,28,1990,10.5,8,5,3,2,3,1,8,12.5,7,169,39,23.1,18,81,70,5,2,0,3,1,9,12,0,Matches
2538,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1.0,,0,,,,,,,,,,,,,,,,,,0,0,,,Matches
2539,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
2540,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,10.5,15,9,5,9,1,5,10,50.0,5,95,41,43.2,35,57,3,3,1,0,2,25,40,47,0,Matches
