,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1439,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,2,0.08,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1440,Rony Lopes\Rony-Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,1,0.67,1,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
1441,Rony Lopes\Rony-Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,2,2.25,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1442,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,31,1988,16.0,42,2.62,38,0,2,1,1,3,0.19,2,0,0,1,0,0,Matches
1443,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,29,1989,27.3,29,1.06,26,1,0,0,2,4,0.15,3,0,0,0,1,0,Matches
1444,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,5,0.14,1,4,0,0,0,1,0.03,0,1,0,0,0,0,Matches
1445,Javi López\Javi-Lopez,es ESP,DF,Alavés,es La Liga,17,2002,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1446,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,20,1.30,17,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1447,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,4,1.20,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1448,Maxime Lopez\Maxime-Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,12.3,35,2.84,28,4,2,0,1,5,0.41,4,1,0,0,0,0,Matches
1449,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,24,1994,32.0,2,0.06,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1450,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,3,11.25,3,0,0,0,0,2,7.50,2,0,0,0,0,0,Matches
1451,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,47,2.37,25,21,0,0,1,5,0.25,4,1,0,0,0,0,Matches
1452,Iker Losada\Iker-Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1453,Albert Lottin\Albert-Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1454,Imran Louza\Imran-Louza,fr FRA,MFFW,Nantes,fr Ligue 1,20,1999,22.3,59,2.64,38,15,4,1,1,4,0.18,4,0,0,0,0,0,Matches
1455,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1456,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,5,0.58,5,0,0,0,0,2,0.23,2,0,0,0,0,0,Matches
1457,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,7.5,16,2.15,6,8,0,0,2,2,0.27,1,1,0,0,0,0,Matches
1458,Eduard Löwen\Eduard-Lowen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,1,0.29,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1459,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17.0,17,1.00,16,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
1460,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.3,46,4.15,33,1,7,1,4,3,0.27,2,0,0,0,1,0,Matches
1461,Pol Lozano\Pol-Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,1.9,1,0.52,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1462,Jan Luca Rumpf\Jan-Luca-Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1463,Lucas\Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1464,Jean Lucas\Jean-Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,6,2.70,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1465,Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,33.8,10,0.30,8,1,0,1,0,1,0.03,0,0,0,1,0,0,Matches
1466,José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24,1995,22.1,21,0.95,19,0,1,0,1,3,0.14,3,0,0,0,0,0,Matches
1467,José Luis Morales\Jose-Luis-Morales,es ESP,FWMF,Levante,es La Liga,32,1987,28.0,66,2.36,51,2,7,4,2,6,0.21,4,0,1,1,0,0,Matches
1468,José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,16,0.59,15,0,0,1,0,2,0.07,2,0,0,0,0,0,Matches
1469,José Luis Rodríguez\Jose-Luis-Rodriguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1470,David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,9,0.29,8,0,0,1,0,4,0.13,4,0,0,0,0,0,Matches
1471,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,41,1.41,34,1,3,0,3,2,0.07,2,0,0,0,0,0,Matches
1472,Jordan Lukaku\Jordan-Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.3,10,2.55,8,1,1,0,0,2,0.51,2,0,0,0,0,0,Matches
1473,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Inter,it Serie A,26,1993,32.1,95,3.05,79,0,8,7,1,12,0.39,9,0,1,2,0,0,Matches
1474,Dodi Lukebakio\Dodi-Lukebakio,cd COD,FWMF,Hertha BSC,de Bundesliga,21,1997,22.6,66,2.92,44,5,11,3,3,11,0.49,3,2,4,2,0,0,Matches
1475,Saša Lukić\Sasa-Lukic,rs SRB,MF,Torino,it Serie A,22,1996,19.7,34,1.82,26,1,4,0,3,1,0.05,1,0,0,0,0,0,Matches
1476,Senad Lulić\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,42,2.40,33,2,3,4,0,4,0.23,4,0,0,0,0,0,Matches
1477,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,44,1.61,36,1,0,5,2,6,0.22,5,0,0,1,0,0,Matches
1478,Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,5,0.85,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1479,Arnaud Lusamba\Arnaud-Lusamba,fr FRA,MFFW,Nice,fr Ligue 1,22,1997,10.9,28,2.57,20,5,0,0,3,5,0.46,5,0,0,0,0,0,Matches
1480,Andreas Luthe\Andreas-Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,1,0.10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1481,Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,6,0.48,5,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1482,Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,13.9,12,0.90,7,5,0,0,0,2,0.15,1,1,0,0,0,0,Matches
1483,Yann M'Vila\Yann-MVila,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,29,1990,21.6,18,0.83,18,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
1484,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,eng Premier League,20,1998,3.9,11,2.81,4,3,2,2,0,0,0.00,0,0,0,0,0,0,Matches
1485,Darwin Machís\Darwin-Machis,ve VEN,FWMF,Granada,es La Liga,26,1993,23.7,82,3.47,47,18,7,5,5,9,0.38,6,0,0,3,0,0,Matches
1486,Yvann Macon\Yvann-Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,1,0.95,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1487,James Maddison\James-Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,168,5.76,76,53,16,7,16,12,0.41,7,4,1,0,0,0,Matches
1488,Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,5,0.38,4,1,0,0,0,2,0.15,2,0,0,0,0,0,Matches
1489,Francesco Magnanelli\Francesco-Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,21,1.35,21,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1490,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DFMF,Brescia,it Serie A,23,1995,1.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1491,Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1,0.62,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1492,Hugo Magnetti\Hugo-Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,12,4.58,9,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
1493,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,30,0.79,28,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1494,Abdallahi Mahmoud\Abdallahi-Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1495,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,137,6.34,90,13,20,4,10,30,1.39,17,2,5,1,5,0,Matches
1496,Thiago Maia\Thiago-Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,1,1.87,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1497,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,19,3.20,13,4,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1498,Habib Maïga\Habib-Maiga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,35,1.39,30,0,2,3,0,8,0.32,7,0,0,1,0,0,Matches
1499,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28.0,3,0.11,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1500,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,20,1.30,17,1,1,0,1,2,0.13,2,0,0,0,0,0,Matches
1501,Josh Maja\Josh-Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,21,2.57,14,0,3,1,3,3,0.37,2,0,0,1,0,0,Matches
1502,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,6,1.46,5,0,1,0,0,2,0.49,2,0,0,0,0,0,Matches
1503,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.2,39,2.19,35,1,1,0,2,3,0.17,2,0,0,0,1,0,Matches
1504,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11.0,22,2.00,19,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1505,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,37,1.15,29,2,0,3,3,3,0.09,3,0,0,0,0,0,Matches
1506,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,20.0,12,0.63,12,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
1507,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,3,1.08,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1508,Daniel Maldini\Daniel-Maldini,it ITA,MF,Milan,it Serie A,17,2001,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1509,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,16.7,105,6.47,65,10,14,7,9,9,0.55,7,1,0,0,1,0,Matches
1510,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,15,2.01,10,0,0,1,4,2,0.27,2,0,0,0,0,0,Matches
1511,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,28,1.28,22,2,2,0,2,2,0.09,1,0,1,0,0,0,Matches
1512,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,24,1.42,15,0,4,1,4,3,0.18,2,0,0,1,0,0,Matches
1513,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,1,0.64,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1514,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,30,1.36,26,3,1,0,0,1,0.05,1,0,0,0,0,0,Matches
1515,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,30.4,22,0.75,18,0,0,3,1,5,0.17,4,0,0,1,0,0,Matches
1516,Marco Mancosu\Marco-Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,26.4,68,2.63,57,1,3,2,5,3,0.12,2,0,0,0,1,0,Matches
1517,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,1,0.04,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1518,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,13,1.05,12,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1519,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,17,0.59,17,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
1520,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,65,2.85,47,13,1,3,1,4,0.18,4,0,0,0,0,0,Matches
1521,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,107,3.51,85,0,6,3,13,15,0.49,9,0,0,1,5,0,Matches
1522,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1523,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,78,3.75,50,24,3,1,0,2,0.10,1,1,0,0,0,0,Matches
1524,Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,9.8,5,0.51,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1525,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,23.2,4,0.17,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1526,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,14,0.79,12,1,0,0,1,3,0.17,1,1,0,0,1,0,Matches
1527,Giacomo Manzari\Giacomo-Manzari,it ITA,MFFW,Sassuolo,it Serie A,18,2000,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1528,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,27,3.60,20,0,3,2,2,2,0.27,2,0,0,0,0,0,Matches
1529,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,27,1.35,18,0,5,0,4,2,0.10,1,0,1,0,0,0,Matches
1530,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,16,1.74,14,1,0,1,0,2,0.22,1,0,0,1,0,0,Matches
1531,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,50,3.47,45,0,2,1,2,7,0.49,5,0,0,0,2,0,Matches
1532,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,8,0.48,7,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1533,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,32,2.52,24,3,3,0,2,2,0.16,2,0,0,0,0,0,Matches
1534,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,20.1,22,1.15,20,0,0,1,1,2,0.10,1,0,0,0,1,0,Matches
1535,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6.0,11,1.83,7,4,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1536,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,2,2.00,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1537,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1538,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1539,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,9,0.46,8,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1540,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,2,4.00,1,0,1,0,0,1,2.00,0,0,1,0,0,0,Matches
1541,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,10,0.59,10,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1542,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,2,0.90,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1543,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.1,1,7.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1544,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,11,1.16,8,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1545,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1546,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,9,0.46,7,0,0,2,0,1,0.05,1,0,0,0,0,0,Matches
1547,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,16,0.83,15,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1548,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,1,1.11,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1549,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,1.3,8,10.43,6,2,0,0,0,2,2.61,1,1,0,0,0,0,Matches
1550,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,18,1.10,15,1,1,1,0,3,0.18,2,0,0,1,0,0,Matches
1551,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,29,2.06,25,1,2,1,0,2,0.14,2,0,0,0,0,0,Matches
1552,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,39,1.55,31,0,0,0,8,4,0.16,1,0,0,0,3,0,Matches
1553,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,92,3.16,72,0,12,3,5,18,0.62,13,0,2,1,2,0,Matches
1554,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,50,2.51,27,20,1,0,1,3,0.15,1,0,0,0,1,1,Matches
1555,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,2,0.34,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1556,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1557,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,1,0.80,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1558,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,5,1.82,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1559,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1560,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,8,1.09,5,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1561,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1562,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1563,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,23,0.70,11,3,1,3,5,3,0.09,1,1,0,0,1,0,Matches
1564,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,1,9.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1565,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,9,1.20,9,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
1566,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,26.5,85,3.25,46,1,14,12,12,12,0.46,4,0,1,3,4,0,Matches
1567,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,1,2.73,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1568,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,13,0.50,13,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
1569,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,60,3.23,44,0,11,3,2,7,0.38,5,0,0,2,0,0,Matches
1570,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,9.5,11,1.21,8,0,2,0,1,2,0.22,1,0,1,0,0,0,Matches
1571,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,16,0.71,15,1,0,0,0,2,0.09,2,0,0,0,0,0,Matches
1572,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,13.7,11,0.87,10,0,0,1,0,2,0.16,1,0,0,1,0,0,Matches
1573,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,5,0.83,4,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1574,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,20,0.99,18,2,0,0,0,1,0.05,0,1,0,0,0,0,Matches
1575,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,7,0.20,4,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1576,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,10,0.96,10,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
1577,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,67,2.20,50,0,7,2,8,9,0.29,5,0,2,1,1,0,Matches
1578,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,38,4.51,31,3,1,2,1,2,0.24,2,0,0,0,0,0,Matches
1579,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,27.3,16,0.61,11,4,0,0,1,2,0.08,2,0,0,0,0,0,Matches
1580,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,15,1.28,8,0,5,2,0,3,0.26,2,0,0,1,0,0,Matches
1581,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,43,2.45,40,0,2,0,1,4,0.23,4,0,0,0,0,0,Matches
1582,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,5,0.64,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1583,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,30,2.32,17,0,6,2,5,0,0.00,0,0,0,0,0,0,Matches
1584,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1.0,5,5.06,4,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1585,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,9.3,14,1.68,11,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1586,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,23.9,38,1.62,36,0,0,0,2,4,0.17,4,0,0,0,0,0,Matches
1587,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,71,2.31,51,0,7,9,4,7,0.23,6,0,1,0,0,0,Matches
1588,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,25,1.62,18,0,6,0,1,1,0.06,1,0,0,0,0,0,Matches
1589,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,85,2.83,43,36,0,4,2,8,0.27,4,2,0,2,0,0,Matches
1590,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5.0,12,2.39,6,0,1,1,3,5,1.00,2,0,1,1,0,1,Matches
