,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1499,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,2,0,0,7,2,0,28.6,1.70,0.49,0.29,1.00,1.8,1.8,0.26,+0.2,+0.2,Matches
1500,Žan Majer\Zan-Majer,si SVN,MF,Lecce,it Serie A,27,1992,17.8,1,0,0,20,8,0,40.0,1.12,0.45,0.05,0.13,2.1,2.1,0.10,-1.1,-1.1,Matches
1501,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MFFW,Toulouse,fr Ligue 1,21,1998,11.0,2,0,0,14,4,0,28.6,1.28,0.36,0.14,0.50,0.8,0.8,0.05,+1.2,+1.2,Matches
1502,Nemanja Maksimović\Nemanja-Maksimovic,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,2,0,0,32,11,0,34.4,0.99,0.34,0.06,0.18,3.1,3.1,0.10,-1.1,-1.1,Matches
1503,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27,1991,19.0,1,0,0,3,1,0,33.3,0.16,0.05,0.33,1.00,0.5,0.5,0.16,+0.5,+0.5,Matches
1504,Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,0,0,2,0,0,0.0,0.72,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
1505,Daniel Maldini\Daniel-Maldini,it ITA,MF,Milan,it Serie A,17,2001,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1506,Ruslan Malinovskyi\Ruslan-Malinovskyi,ua UKR,MFFW,Atalanta,it Serie A,26,1993,16.2,7,0,1,71,26,10,36.6,4.38,1.60,0.10,0.27,4.7,3.9,0.06,+2.3,+3.1,Matches
1507,Yunus Mallı\Yunus-Malli,tr TUR,FWMF,Union Berlin,de Bundesliga,27,1992,7.5,0,0,0,10,4,0,40.0,1.34,0.53,0.00,0.00,0.8,0.8,0.08,-0.8,-0.8,Matches
1508,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,0,0,0,6,3,0,50.0,0.27,0.14,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
1509,Streli Mamba\Streli-Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,0,0,25,10,0,40.0,1.48,0.59,0.20,0.50,4.9,4.9,0.20,+0.1,+0.1,Matches
1510,Hianga Mananga Mbock\Hianga-Mananga-Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,1,0,0,4,1,0,25.0,2.55,0.64,0.25,1.00,0.2,0.2,0.04,+0.8,+0.8,Matches
1511,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22.0,0,0,0,8,2,0,25.0,0.36,0.09,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
1512,Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23,1996,29.4,1,0,0,20,5,0,25.0,0.68,0.17,0.05,0.20,2.6,2.6,0.13,-1.6,-1.6,Matches
1513,Marco Mancosu\Marco-Mancosu,it ITA,MFFW,Lecce,it Serie A,30,1988,25.8,13,8,10,67,20,10,29.9,2.60,0.77,0.07,0.25,13.9,6.3,0.09,-0.9,-1.3,Matches
1514,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1515,Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,0,0,0,2,0,0,0.0,0.16,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
1516,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,0,0,0,10,3,0,30.0,0.35,0.10,0.00,0.00,1.2,1.2,0.12,-1.2,-1.2,Matches
1517,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,0,0,0,55,7,5,12.7,2.41,0.31,0.00,0.00,4.0,4.0,0.07,-4.0,-4.0,Matches
1518,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,18,0,0,76,36,0,47.4,2.49,1.18,0.24,0.50,13.2,13.2,0.18,+4.8,+4.8,Matches
1519,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0,0,0,1,0,0,0.0,0.13,0.00,0.00,,0.2,0.2,0.15,-0.2,-0.2,Matches
1520,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,2,0,0,30,6,4,20.0,1.44,0.29,0.07,0.33,1.8,1.8,0.06,+0.2,+0.2,Matches
1521,Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,9.8,0,0,0,3,0,0,0.0,0.31,0.00,0.00,,0.2,0.2,0.08,-0.2,-0.2,Matches
1522,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,23.2,4,0,0,17,8,0,47.1,0.73,0.35,0.24,0.50,1.7,1.7,0.10,+2.3,+2.3,Matches
1523,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,0,0,0,1,0,0,0.0,0.06,0.00,0.00,,0.0,0.0,0.04,0.0,0.0,Matches
1524,Giacomo Manzari\Giacomo-Manzari,it ITA,MFFW,Sassuolo,it Serie A,18,2000,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1525,Myziane Maolida\Myziane-Maolida,fr FRA,FWMF,Nice,fr Ligue 1,20,1999,7.5,1,0,0,16,5,0,31.3,2.13,0.67,0.06,0.20,2.0,2.0,0.12,-1.0,-1.0,Matches
1526,Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,3,0,0,12,7,0,58.3,0.60,0.35,0.25,0.43,0.5,0.5,0.04,+2.5,+2.5,Matches
1527,Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,0,0,0,5,1,0,20.0,0.54,0.11,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
1528,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,1,0,0,17,6,0,35.3,1.18,0.42,0.06,0.17,0.5,0.5,0.03,+0.5,+0.5,Matches
1529,Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,0,0,0,8,2,0,25.0,0.48,0.12,0.00,0.00,0.6,0.6,0.07,-0.6,-0.6,Matches
1530,Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25,1994,12.7,0,0,0,21,8,1,38.1,1.65,0.63,0.00,0.00,1.2,1.2,0.06,-1.2,-1.2,Matches
1531,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,19.1,0,0,0,11,2,0,18.2,0.58,0.10,0.00,0.00,1.7,1.7,0.15,-1.7,-1.7,Matches
1532,Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30,1989,6.0,0,0,0,1,0,0,0.0,0.17,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
1533,Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1534,Miguel Marí\Miguel-Mari,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1535,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1536,José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,0,0,0,11,2,0,18.2,0.56,0.10,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,Matches
1537,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,0,0,6,2,0,33.3,12.00,4.00,0.17,0.50,0.7,0.7,0.12,+0.3,+0.3,Matches
1538,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,0,0,0,3,0,0,0.0,0.18,0.00,0.00,,0.3,0.3,0.10,-0.3,-0.3,Matches
1539,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,0,0,1,0,0,0.0,0.45,0.00,0.00,,0.0,0.0,0.03,0.0,0.0,Matches
1540,Federico Marigosu\Federico-Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1541,Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22,1997,9.5,0,0,0,3,0,0,0.0,0.32,0.00,0.00,,0.6,0.6,0.19,-0.6,-0.6,Matches
1542,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1543,Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,0,0,10,4,0,40.0,0.51,0.21,0.20,0.50,1.6,1.6,0.16,+0.4,+0.4,Matches
1544,Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,19.2,0,0,0,5,1,0,20.0,0.26,0.05,0.00,0.00,0.8,0.8,0.17,-0.8,-0.8,Matches
1545,Omar Marmoush\Omar-Marmoush,eg EGY,MFFW,Wolfsburg,de Bundesliga,20,1999,0.9,0,0,0,1,1,0,100.0,1.11,1.11,0.00,0.00,0.1,0.1,0.06,-0.1,-0.1,Matches
1546,Gonzalo Maroni\Gonzalo-Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,0.8,0,0,0,1,0,1,0.0,1.30,0.00,0.00,,0.0,0.0,0.03,0.0,0.0,Matches
1547,Marquinhos\Marquinhos,br BRA,MFDF,Paris S-G,fr Ligue 1,25,1994,16.4,3,0,0,11,3,0,27.3,0.67,0.18,0.27,1.00,1.8,1.8,0.16,+1.2,+1.2,Matches
1548,Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26,1992,14.1,0,0,0,10,2,0,20.0,0.71,0.14,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
1549,Roger Martí\Roger-Marti,es ESP,FW,Levante,es La Liga,28,1991,25.2,11,4,4,53,20,0,37.7,2.10,0.79,0.13,0.35,10.2,7.1,0.13,+0.8,-0.1,Matches
1550,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,17,0,1,79,38,0,48.1,2.71,1.30,0.22,0.45,11.0,10.2,0.13,+6.0,+6.8,Matches
1551,Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,0,0,0,9,3,1,33.3,0.45,0.15,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
1552,Daniel Martín\Daniel-Martin,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1553,David Martin\David-Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1554,Jonas Martin\Jonas-Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,0,0,0,1,0,0,0.0,0.80,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
1555,Jonas Martin\Jonas-Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,0,1,0,0,0,,0.00,0.00,,,0.8,0.0,,-0.8,0.0,Matches
1556,Josh Martin\Josh-Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0,0,1,1,0,100.0,2.43,2.43,0.00,0.00,0.2,0.2,0.19,-0.2,-0.2,Matches
1557,Martinelli\Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,3,0,0,12,5,0,41.7,1.63,0.68,0.25,0.60,2.3,2.3,0.19,+0.7,+0.7,Matches
1558,Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0,0,0,1,0,1,0.0,6.00,0.00,0.00,,0.1,0.1,0.05,-0.1,-0.1,Matches
1559,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1560,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,1,0,0,27,4,4,14.8,0.82,0.12,0.04,0.25,1.9,1.9,0.07,-0.9,-0.9,Matches
1561,Javi Martínez\Javi-Martinez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1562,Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30,1988,7.5,0,0,0,1,0,0,0.0,0.13,0.00,0.00,,0.1,0.1,0.15,-0.1,-0.1,Matches
1563,Lautaro Martínez\Lautaro-Martinez,ar ARG,FW,Inter,it Serie A,21,1997,26.1,13,2,3,118,41,1,34.7,4.52,1.57,0.09,0.27,15.9,13.7,0.12,-2.9,-2.7,Matches
1564,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,2,0,0,12,3,0,25.0,0.46,0.12,0.17,0.67,1.0,1.0,0.08,+1.0,+1.0,Matches
1565,Pablo Martínez\Pablo-Martinez,es ESP,MFFW,Levante,es La Liga,21,1998,0.4,0,0,0,1,0,1,0.0,2.73,0.00,0.00,,0.1,0.1,0.07,-0.1,-0.1,Matches
1566,Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24,1995,18.6,4,0,0,28,11,0,39.3,1.51,0.59,0.14,0.36,5.5,5.5,0.20,-1.5,-1.5,Matches
1567,Adam Marušić\Adam-Marusic,me MNE,DF,Lazio,it Serie A,26,1992,9.1,2,0,0,9,6,0,66.7,0.99,0.66,0.22,0.33,1.2,1.2,0.13,+0.8,+0.8,Matches
1568,Omar Mascarell\Omar-Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,0,0,0,10,2,0,20.0,0.44,0.09,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches
1569,Andrea Masiello\Andrea-Masiello,it ITA,DF,Genoa,it Serie A,33,1986,12.7,0,0,0,4,1,0,25.0,0.31,0.08,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,Matches
1570,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1571,Adam Masina\Adam-Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,1,0,0,15,3,1,20.0,0.74,0.15,0.07,0.33,0.9,0.9,0.06,+0.1,+0.1,Matches
1572,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1573,Arthur Masuaku\Arthur-Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,0,0,0,5,2,0,40.0,0.48,0.19,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,Matches
1574,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,11,3,4,51,20,0,39.2,1.67,0.66,0.16,0.40,9.7,6.6,0.13,+1.3,+1.4,Matches
1575,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,31,1988,8.4,0,0,0,9,1,2,11.1,1.07,0.12,0.00,0.00,1.2,1.2,0.14,-1.2,-1.2,Matches
1576,Aleš Matějů\Ales-Mateju,cz CZE,DF,Brescia,it Serie A,23,1996,26.3,0,0,0,6,4,0,66.7,0.23,0.15,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4,Matches
1577,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,3,1,1,34,11,0,32.4,2.91,0.94,0.06,0.18,6.7,6.0,0.18,-3.7,-4.0,Matches
1578,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,0,0,0,7,2,0,28.6,0.40,0.11,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
1579,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,1,0,0,4,1,0,25.0,0.51,0.13,0.25,1.00,0.4,0.4,0.10,+0.6,+0.6,Matches
1580,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,12.9,2,0,0,24,7,0,29.2,1.86,0.54,0.08,0.29,2.5,2.5,0.11,-0.5,-0.5,Matches
1581,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,1.0,0,0,0,6,1,0,16.7,6.07,1.01,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4,Matches
1582,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,8.3,0,0,0,6,1,0,16.7,0.72,0.12,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
1583,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,23.5,0,0,0,13,4,0,30.8,0.55,0.17,0.00,0.00,1.1,1.1,0.08,-1.1,-1.1,Matches
1584,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,10,1,2,90,34,0,37.8,2.93,1.11,0.10,0.26,11.8,10.3,0.12,-1.8,-1.3,Matches
1585,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,15.5,5,0,0,26,11,0,42.3,1.68,0.71,0.19,0.45,3.2,3.2,0.12,+1.8,+1.8,Matches
1586,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,8,1,1,35,12,14,34.3,1.16,0.40,0.20,0.58,4.0,3.2,0.09,+4.0,+3.8,Matches
1587,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,5.0,3,0,0,18,7,0,38.9,3.59,1.40,0.17,0.43,2.6,2.6,0.15,+0.4,+0.4,Matches
1588,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,0,0,0,3,0,0,0.0,2.31,0.00,0.00,,0.1,0.1,0.03,-0.1,-0.1,Matches
1589,Kévin Mayi\Kevin-Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1590,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,8,0,0,45,18,0,40.0,1.89,0.76,0.18,0.44,7.8,7.8,0.17,+0.2,+0.2,Matches
1591,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1592,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,3,0,0,9,3,0,33.3,0.48,0.16,0.33,1.00,1.1,1.1,0.12,+1.9,+1.9,Matches
1593,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,18,0,0,88,49,0,55.7,5.23,2.91,0.20,0.37,16.8,16.8,0.19,+1.2,+1.2,Matches
1594,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,14.7,0,0,0,4,1,0,25.0,0.27,0.07,0.00,0.00,0.5,0.5,0.12,-0.5,-0.5,Matches
1595,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1596,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,0,0,0,4,1,1,25.0,4.29,1.07,0.00,0.00,0.1,0.1,0.04,-0.1,-0.1,Matches
1597,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,0,0,0,8,1,0,12.5,1.82,0.23,0.00,0.00,0.4,0.4,0.05,-0.4,-0.4,Matches
1598,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,0,0,0,29,6,0,20.7,0.84,0.17,0.00,0.00,2.4,2.4,0.08,-2.4,-2.4,Matches
1599,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,6,0,0,49,24,0,49.0,2.09,1.02,0.12,0.25,8.3,8.3,0.17,-2.3,-2.3,Matches
1600,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1601,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,0,0,0,11,3,0,27.3,0.59,0.16,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4,Matches
1602,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,3,0,0,55,19,0,34.5,2.14,0.74,0.05,0.16,3.7,3.7,0.07,-0.7,-0.7,Matches
1603,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,2,0,0,46,19,0,41.3,2.28,0.94,0.04,0.11,7.1,7.1,0.15,-5.1,-5.1,Matches
1604,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1605,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,23.0,3,0,0,32,7,0,21.9,1.39,0.30,0.09,0.43,2.8,2.8,0.09,+0.2,+0.2,Matches
1606,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,1,0,0,30,10,2,33.3,0.91,0.30,0.03,0.10,1.5,1.5,0.05,-0.5,-0.5,Matches
1607,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,2,0,0,48,14,10,29.2,1.29,0.38,0.04,0.14,2.4,2.4,0.05,-0.4,-0.4,Matches
1608,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,4,0,0,30,10,0,33.3,1.52,0.51,0.13,0.40,1.5,1.5,0.05,+2.5,+2.5,Matches
1609,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,7.1,0,0,0,4,1,0,25.0,0.56,0.14,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,Matches
1610,Gary Medel\Gary-Medel,cl CHI,MF,Bologna,it Serie A,31,1987,18.1,0,0,0,5,1,0,20.0,0.28,0.06,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,Matches
1611,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,1,0,0,18,5,0,27.8,0.56,0.16,0.06,0.20,1.6,1.6,0.09,-0.6,-0.6,Matches
1612,Joshua Mees\Joshua-Mees,de GER,MFFW,Union Berlin,de Bundesliga,23,1996,3.6,0,0,0,9,3,0,33.3,2.49,0.83,0.00,0.00,0.4,0.4,0.05,-0.4,-0.4,Matches
1613,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,28,1991,13.3,2,0,0,23,9,0,39.1,1.72,0.68,0.09,0.22,1.7,1.7,0.07,+0.3,+0.3,Matches
1614,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,25,1994,23.5,0,0,0,21,2,0,9.5,0.90,0.09,0.00,0.00,0.8,0.8,0.04,-0.8,-0.8,Matches
1615,Farid El Melali\Farid-El-Melali,dz ALG,MFFW,Angers,fr Ligue 1,22,1997,3.4,3,0,0,6,5,0,83.3,1.76,1.47,0.50,0.60,0.7,0.7,0.12,+2.3,+2.3,Matches
1616,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,21,1997,12.4,0,0,0,3,0,0,0.0,0.24,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
1617,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,2,1,1,17,7,0,41.2,1.24,0.51,0.06,0.14,2.4,1.6,0.10,-0.4,-0.6,Matches
1618,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,3,0,0,8,5,0,62.5,0.61,0.38,0.38,0.60,1.3,1.3,0.16,+1.7,+1.7,Matches
1619,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,1,0,0,9,3,0,33.3,0.59,0.20,0.11,0.33,1.1,1.1,0.12,-0.1,-0.1,Matches
1620,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,0,0,0,26,3,0,11.5,1.29,0.15,0.00,0.00,1.3,1.3,0.05,-1.3,-1.3,Matches
1621,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,22,1997,16.4,0,0,0,24,8,0,33.3,1.46,0.49,0.00,0.00,1.8,1.8,0.08,-1.8,-1.8,Matches
1622,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,28,1991,9.6,1,0,0,9,4,0,44.4,0.94,0.42,0.11,0.25,0.4,0.4,0.05,+0.6,+0.6,Matches
1623,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,27,1992,12.2,5,0,0,23,9,1,39.1,1.88,0.74,0.22,0.56,3.2,3.2,0.14,+1.8,+1.8,Matches
1624,Alexandre Mendy\Alexandre-Mendy,fr FRA,FWMF,Brest,fr Ligue 1,25,1994,10.0,3,0,1,29,9,0,31.0,2.90,0.90,0.10,0.33,3.8,3.1,0.11,-0.8,-0.1,Matches
1625,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,0,0,0,10,1,0,10.0,0.60,0.06,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3,Matches
